loss,compile_metrics,rmse,mape,model,layers
0.16881555318832397,0.38837066292762756,0.410871684551239,37.479835510253906,lstm,64-32
0.04708743095397949,0.19115550816059113,0.21699638664722443,17.574243545532227,gru,64
0.44710978865623474,0.6277164816856384,0.6686627268791199,60.12309265136719,rnn,128-64
